time,firstharmonic
# noise_floor=0.00011630430841212168, sat_time=0.5025125628140703
0.000000000000000000e+00,7.002678223525830685e-03
5.025125628140703071e-01,8.916713629230424432e-03
1.005025125628140614e+00,5.085096105957974920e-03
1.507537688442210921e+00,2.814853488213729833e-03
2.010050251256281229e+00,4.498377507378712521e-04
2.512562814070351536e+00,1.045988421995354325e-03
3.015075376884421843e+00,4.797518350106305673e-03
3.517587939698492150e+00,9.081939989624298118e-03
4.020100502512562457e+00,5.864944868533282160e-03
4.522613065326632764e+00,7.075606386410633435e-03
5.025125628140703071e+00,8.570271256585552250e-03
5.527638190954773378e+00,4.883244155155959387e-03
6.030150753768843686e+00,2.290618670631081391e-03
6.532663316582913993e+00,9.583866440249902202e-04
7.035175879396984300e+00,1.256691134054967966e-03
7.537688442211054607e+00,5.242068651203440899e-03
8.040201005025124914e+00,9.165512505832687160e-03
8.542713567839195221e+00,5.786991307181725379e-03
9.045226130653265528e+00,6.854011197436636615e-03
9.547738693467335835e+00,7.840907185391716994e-03
1.005025125628140614e+01,4.472379240476741236e-03
1.055276381909547645e+01,1.726993662145580354e-03
1.105527638190954676e+01,1.788609716319502444e-03
1.155778894472361706e+01,1.500758144638388112e-03
1.206030150753768737e+01,5.953217978961642884e-03
1.256281407035175768e+01,9.543269080310782387e-03
1.306532663316582799e+01,5.828954684397345126e-03
1.356783919597989829e+01,7.137958292780832367e-03
1.407035175879396860e+01,7.420863147998002507e-03
1.457286432160803891e+01,4.174724053609923241e-03
1.507537688442210921e+01,1.524048720899716294e-03
1.557788944723617952e+01,2.672525459910447213e-03
1.608040201005024983e+01,1.916292894435628639e-03
1.658291457286431836e+01,6.371236887882091374e-03
1.708542713567839044e+01,9.893037778367629390e-03
1.758793969849246253e+01,5.656768956736345916e-03
1.809045226130653106e+01,6.613671248899071278e-03
1.859296482412059959e+01,6.994538462649644954e-03
1.909547738693467167e+01,3.400602110633458956e-03
1.959798994974874375e+01,6.840528457417465900e-04
2.010050251256281229e+01,2.950404707478272368e-03
2.060301507537688082e+01,2.818462402998733220e-03
2.110552763819095290e+01,6.910885024523324635e-03
2.160804020100502498e+01,9.322995895114791903e-03
2.211055276381909351e+01,7.248100856943625811e-03
2.261306532663316204e+01,6.669390348990111850e-03
2.311557788944723413e+01,5.375728240297487394e-03
2.361809045226130621e+01,5.684978568465731338e-03
2.412060301507537474e+01,2.460297364492877465e-03
2.462311557788944327e+01,5.283719582640574765e-03
2.512562814070351536e+01,1.331808339983588454e-03
2.562814070351758744e+01,7.267768227823207319e-03
2.613065326633165597e+01,1.090787258587065829e-02
2.663316582914572450e+01,2.606493771144291309e-03
2.713567839195979658e+01,5.311822109587303539e-03
2.763819095477386867e+01,5.337171316216236285e-03
2.814070351758793720e+01,1.782990709869662323e-03
2.864321608040200573e+01,2.674628475033732477e-03
2.914572864321607781e+01,5.550135605130001974e-03
2.964824120603014990e+01,6.081686495651113245e-03
3.015075376884421843e+01,8.320461251285797208e-03
3.065326633165828696e+01,1.044938092207654996e-02
3.115577889447235904e+01,7.798096310133404221e-03
3.165829145728643113e+01,5.620289935844048623e-03
3.216080402010049966e+01,4.497769673122065451e-03
3.266331658291456819e+01,3.658780077938159764e-03
3.316582914572863672e+01,3.846127091212076486e-03
3.366834170854271235e+01,6.154886327103100720e-03
3.417085427135678088e+01,2.112253137309690661e-03
3.467336683417084942e+01,7.841290792590818390e-03
3.517587939698492505e+01,8.595742022873109622e-03
3.567839195979899358e+01,3.247598313075132637e-03
3.618090452261306211e+01,3.554706424668786606e-03
3.668341708542713064e+01,1.247794859247995224e-03
3.718592964824119917e+01,6.925691014225075206e-04
3.768844221105527481e+01,4.807556438223585180e-03
3.819095477386934334e+01,8.169866886757328611e-03
3.869346733668341187e+01,5.045158148125873654e-03
3.919597989949748751e+01,8.074382652940579816e-03
3.969849246231155604e+01,9.041795310639276495e-03
4.020100502512562457e+01,4.985963705937410465e-03
4.070351758793969310e+01,2.552942073591728082e-03
4.120603015075376163e+01,1.257641843689925529e-03
4.170854271356783727e+01,1.163043084121216772e-04
4.221105527638190580e+01,5.875766810289668844e-03
4.271356783919597433e+01,8.245559167748044149e-03
4.321608040201004997e+01,5.069136090926670835e-03
4.371859296482411850e+01,7.739766621660572332e-03
4.422110552763818703e+01,7.617125969221438982e-03
4.472361809045225556e+01,4.778938271432104160e-03
4.522613065326632409e+01,1.594646912705761574e-03
4.572864321608039972e+01,1.890688339413934852e-03
4.623115577889446826e+01,6.449821867433464797e-04
4.673366834170853679e+01,6.788851958580489551e-03
4.723618090452261242e+01,8.468870535857875304e-03
4.773869346733668095e+01,4.708881694407541715e-03
4.824120603015074948e+01,7.396577075240091600e-03
4.874371859296481801e+01,6.131441330915545461e-03
4.924623115577888655e+01,3.231028565791059341e-03
4.974874371859296218e+01,8.696608328664018946e-04
5.025125628140703071e+01,3.139874640350389431e-03
5.075376884422109924e+01,2.683126652637430731e-03
5.125628140703517488e+01,7.502981467816546499e-03
5.175879396984924341e+01,8.869974612824498700e-03
5.226130653266331194e+01,6.516840066106695077e-03
5.276381909547738047e+01,6.371199127474707138e-03
5.326633165829144900e+01,5.231156898425225535e-03
5.376884422110552464e+01,4.440436951648889762e-03
5.427135678391959317e+01,1.999691633617443724e-03
5.477386934673366170e+01,4.565896148464866112e-03
5.527638190954773734e+01,1.399454333382352603e-03
5.577889447236180587e+01,7.979257607209445935e-03
5.628140703517587440e+01,8.897076899541455502e-03
5.678391959798994293e+01,4.589098266816698732e-03
5.728643216080401146e+01,5.301130972467344750e-03
5.778894472361808710e+01,4.046379616785741526e-03
5.829145728643215563e+01,1.616621535604832131e-03
5.879396984924622416e+01,3.489217926224219470e-03
5.929648241206029979e+01,5.313552349241888913e-03
5.979899497487436832e+01,4.075979008435087238e-03
6.030150753768843686e+01,8.300205951687190595e-03
6.080402010050250539e+01,8.847158125101194093e-03
6.130653266331657392e+01,6.093224372791678119e-03
6.180904522613064955e+01,4.128948138788817585e-03
6.231155778894471808e+01,3.527522064008253074e-03
6.281407035175878661e+01,2.507431887920620779e-03
6.331658291457286225e+01,4.745122875366633401e-03
6.381909547738693078e+01,6.401338561057813396e-03
6.432160804020099931e+01,3.016891349714717098e-03
6.482412060301507495e+01,8.318362373037931426e-03
6.532663316582913637e+01,8.056393800886015727e-03
6.582914572864321201e+01,4.701341442463088244e-03
6.633165829145727344e+01,2.805200346849732844e-03
6.683417085427134907e+01,1.644439242458391832e-03
6.733668341708542471e+01,1.406653341584514477e-03
6.783919597989948613e+01,5.937145099534898128e-03
6.834170854271356177e+01,7.092899673601158091e-03
6.884422110552763741e+01,3.999649859697184187e-03
6.934673366834169883e+01,8.042230536298810087e-03
6.984924623115577447e+01,7.164956254901695340e-03
7.035175879396985010e+01,4.396511943530759248e-03
7.085427135678391153e+01,1.590149924833858270e-03
7.135678391959798716e+01,1.667108331306996639e-03
7.185929648241204859e+01,1.155668845140302679e-03
7.236180904522612423e+01,6.924045557095474986e-03
7.286432160804019986e+01,7.918837878697185945e-03
7.336683417085426129e+01,5.026519356660414002e-03
7.386934673366833692e+01,7.568302866323028781e-03
7.437185929648239835e+01,6.772093561123670828e-03
7.487437185929647399e+01,4.919929614630435925e-03
7.537688442211054962e+01,1.073060659412534371e-03
7.587939698492461105e+01,2.678766448197075333e-03
7.638190954773868668e+01,1.248513235113912854e-03
7.688442211055276232e+01,7.789412181727168802e-03
7.738693467336682374e+01,8.091722840759624225e-03
7.788944723618089938e+01,4.094346790601855260e-03
7.839195979899497502e+01,6.835799787494757813e-03
7.889447236180903644e+01,5.618331632825259922e-03
7.939698492462311208e+01,2.758274619658098500e-03
7.989949748743717350e+01,1.730950986543974097e-03
8.040201005025124914e+01,2.882311631800531845e-03
8.090452261306532478e+01,3.051651419441761548e-03
8.140703517587938620e+01,8.255732396955289820e-03
8.190954773869346184e+01,8.131829904184425389e-03
8.241206030150752326e+01,6.115439928500172873e-03
8.291457286432159890e+01,5.675685221739106869e-03
8.341708542713567454e+01,5.209443700990088258e-03
8.391959798994973596e+01,3.993669939507628851e-03
8.442211055276381160e+01,3.233301672945777718e-03
8.492462311557788723e+01,4.715984514906046941e-03
8.542713567839194866e+01,2.095348886561875911e-03
8.592964824120602430e+01,8.671663762650359125e-03
8.643216080402009993e+01,7.992090463009988294e-03
8.693467336683416136e+01,4.088885334898468768e-03
8.743718592964823699e+01,4.776217850003310929e-03
8.793969849246229842e+01,3.367103582683783798e-03
8.844221105527637405e+01,1.530741006230648118e-03
8.894472361809044969e+01,4.349492988635251731e-03
8.944723618090451112e+01,5.196985975439024144e-03
8.994974874371858675e+01,4.126736771459362310e-03
9.045226130653264818e+01,8.649118604008585245e-03
9.095477386934672381e+01,8.274117667497951981e-03
9.145728643216079945e+01,5.640723966120922243e-03
9.195979899497486088e+01,3.378253304028355775e-03
9.246231155778893651e+01,3.748766975295865500e-03
9.296482412060301215e+01,2.383100698249073553e-03
9.346733668341707357e+01,5.641990641853568064e-03
9.396984924623114921e+01,5.826407079577663496e-03
