time,firstharmonic
# noise_floor=0.0012328055734182964, sat_time=0.0
0.000000000000000000e+00,1.335604504347779643e-02
4.020100502512563012e-01,1.210058070271796682e-02
8.040201005025126024e-01,8.930308149301123197e-03
1.206030150753768959e+00,4.438585198950751806e-03
1.608040201005025205e+00,1.525455313938401964e-03
2.010050251256281673e+00,6.085576743647204238e-03
2.412060301507537918e+00,1.014267421549410429e-02
2.814070351758794164e+00,1.268937378491383737e-02
3.216080402010050410e+00,1.324300107064217691e-02
3.618090452261306655e+00,1.165684494266986879e-02
4.020100502512563345e+00,8.232287613758975525e-03
4.422110552763819591e+00,3.674661622611072147e-03
4.824120603015075837e+00,2.463728508018718337e-03
5.226130653266332082e+00,7.123247590794047450e-03
5.628140703517588328e+00,1.094357126693581636e-02
6.030150753768844574e+00,1.308526071005809699e-02
6.432160804020100819e+00,1.320153052370565475e-02
6.834170854271357065e+00,1.130823836424685140e-02
7.236180904522613311e+00,7.616191012466728624e-03
7.638190954773869557e+00,2.884744184256314483e-03
8.040201005025126690e+00,3.034778728194846131e-03
8.442211055276382936e+00,7.716784804373781961e-03
8.844221105527639182e+00,1.132729227781501327e-02
9.246231155778895427e+00,1.313145032811913714e-02
9.648241206030151673e+00,1.286556944357714581e-02
1.005025125628140792e+01,1.063498030985120767e-02
1.045226130653266416e+01,6.792271926194607887e-03
1.085427135678392041e+01,2.284336775572290944e-03
1.125628140703517666e+01,3.973700721875110184e-03
1.165829145728643290e+01,8.495772322837606000e-03
1.206030150753768915e+01,1.179617899418870970e-02
1.246231155778894539e+01,1.326322686165869701e-02
1.286432160804020164e+01,1.263135133854630110e-02
1.326633165829145788e+01,1.007050388943539487e-02
1.366834170854271413e+01,5.985865612302352853e-03
1.407035175879397038e+01,1.700492451404614271e-03
1.447236180904522662e+01,4.777895362813166548e-03
1.487437185929648287e+01,9.088036076875654137e-03
1.527638190954773911e+01,1.209739853401409215e-02
1.567839195979899536e+01,1.324067129240281450e-02
1.608040201005025338e+01,1.228967200840606205e-02
1.648241206030150963e+01,9.404487635586638444e-03
1.688442211055276587e+01,5.131664671399460524e-03
1.728643216080402212e+01,1.448572192171563352e-03
1.768844221105527836e+01,5.539921328362045622e-03
1.809045226130653461e+01,9.674173200721680049e-03
1.849246231155779085e+01,1.241873886348444575e-02
1.889447236180904710e+01,1.323660213152375378e-02
1.929648241206030335e+01,1.195501874922560125e-02
1.969849246231155959e+01,8.777472520761426741e-03
2.010050251256281584e+01,4.376607649821981187e-03
2.050251256281407208e+01,1.830098170742467962e-03
2.090452261306532833e+01,6.200797050125012727e-03
2.130653266331658457e+01,1.016687260241790416e-02
2.170854271356784082e+01,1.264756418993415177e-02
2.211055276381909707e+01,1.314699684728694307e-02
2.251256281407035331e+01,1.149623451796116975e-02
2.291457286432160956e+01,8.059048703702675204e-03
2.331658291457286580e+01,3.448074639546464155e-03
2.371859296482412205e+01,2.401773836688814428e-03
2.412060301507537829e+01,7.063763226225344694e-03
2.452261306532663454e+01,1.082906961595758374e-02
2.492462311557789079e+01,1.295106142518706593e-02
2.532663316582914703e+01,1.303532465663737386e-02
2.572864321608040328e+01,1.105777958267993577e-02
2.613065326633165952e+01,7.343862233404612090e-03
2.653266331658291577e+01,2.683730293131879503e-03
2.693467336683417201e+01,3.270309100837276352e-03
2.733668341708542826e+01,7.853235405809339334e-03
2.773869346733668451e+01,1.137399638345012662e-02
2.814070351758794075e+01,1.308280442075226112e-02
2.854271356783919700e+01,1.273444978023588123e-02
2.894472361809045324e+01,1.038916496270073965e-02
2.934673366834170949e+01,6.458647047256624481e-03
2.974874371859296573e+01,1.931475880126698724e-03
3.015075376884422198e+01,4.138982645544920722e-03
3.055276381909547823e+01,8.544680320087103334e-03
3.095477386934673447e+01,1.168465884481198133e-02
3.135678391959799072e+01,1.302298651608521304e-02
3.175879396984924696e+01,1.235073093737972492e-02
3.216080402010050676e+01,9.730432506908127249e-03
