time,firstharmonic
# vbeam=0.8421052631578947, gamma=-0.0007, sat_time=None
0.000000000000000000e+00,1.684777523460073007e-02
4.020100502512563012e-01,1.542808218050493139e-02
8.040201005025126024e-01,1.155364322667428584e-02
1.206030150753768959e+00,5.899537882015333870e-03
1.608040201005025205e+00,1.366032777196608166e-03
2.010050251256281673e+00,7.284294185564479766e-03
2.412060301507537918e+00,1.249853183928078745e-02
2.814070351758794164e+00,1.573848128081845391e-02
3.216080402010050410e+00,1.641264428684277923e-02
3.618090452261306655e+00,1.448176296085381363e-02
4.020100502512563345e+00,1.024897580434647529e-02
4.422110552763819591e+00,4.380630951144398426e-03
4.824120603015075837e+00,2.704200214499917314e-03
5.226130653266332082e+00,8.690583535996530135e-03
5.628140703517588328e+00,1.345460303876302652e-02
6.030150753768844574e+00,1.619831425385372808e-02
6.432160804020100819e+00,1.641991129846813099e-02
6.834170854271357065e+00,1.396785419027843367e-02
7.236180904522613311e+00,9.276986716423104087e-03
7.638190954773869557e+00,3.266810045752346989e-03
8.040201005025126690e+00,3.758121007554422049e-03
8.442211055276382936e+00,9.807384175744449095e-03
8.844221105527639182e+00,1.434526421594659040e-02
9.246231155778895427e+00,1.655972085757867820e-02
9.648241206030151673e+00,1.612676545398028863e-02
1.005025125628140792e+01,1.318881118587836299e-02
1.045226130653266416e+01,8.141564300024602824e-03
1.085427135678392041e+01,2.109835575926564694e-03
1.125628140703517666e+01,5.115764806046285348e-03
1.165829145728643290e+01,1.083144459803753526e-02
1.206030150753768915e+01,1.494008348040983848e-02
1.246231155778894539e+01,1.670322084714383551e-02
1.286432160804020164e+01,1.574357859127530762e-02
1.326633165829145788e+01,1.221212872945142379e-02
1.366834170854271413e+01,6.821477795631166255e-03
1.407035175879397038e+01,1.042395519531770899e-03
1.447236180904522662e+01,6.338991401971525927e-03
1.487437185929648287e+01,1.185178677051383980e-02
1.527638190954773911e+01,1.549035719286406820e-02
1.567839195979899536e+01,1.666274392655672093e-02
1.608040201005025338e+01,1.516401088781768082e-02
1.648241206030150963e+01,1.119737036547165457e-02
1.688442211055276587e+01,5.524100139121303557e-03
1.728643216080402212e+01,1.720868779711616850e-03
1.768844221105527836e+01,7.649549764390635269e-03
1.809045226130653461e+01,1.279940337909288295e-02
1.849246231155779085e+01,1.598959622031056321e-02
1.889447236180904710e+01,1.665534823729760902e-02
1.929648241206030335e+01,1.464221119613008139e-02
1.969849246231155959e+01,1.023857556709069014e-02
2.010050251256281584e+01,4.351966925124304067e-03
2.050251256281407208e+01,2.622498010822586333e-03
2.090452261306532833e+01,8.543111736024747160e-03
2.130653266331658457e+01,1.331245266873601688e-02
2.170854271356784082e+01,1.601369685650423993e-02
2.211055276381909707e+01,1.619115988522002586e-02
2.251256281407035331e+01,1.376851777978605265e-02
2.291457286432160956e+01,9.132400179940757326e-03
2.331658291457286580e+01,3.064249370644223872e-03
2.371859296482412205e+01,3.962034770872849623e-03
2.412060301507537829e+01,9.899131481897496115e-03
2.452261306532663454e+01,1.437041849983212473e-02
2.492462311557789079e+01,1.653425867115324369e-02
2.532663316582914703e+01,1.607349650789055562e-02
2.572864321608040328e+01,1.314609688864594103e-02
2.613065326633165952e+01,8.183866165808528076e-03
2.653266331658291577e+01,2.145521585541194150e-03
2.693467336683417201e+01,5.061815506691566199e-03
2.733668341708542826e+01,1.073326425112705942e-02
2.773869346733668451e+01,1.480415616064669447e-02
2.814070351758794075e+01,1.649833728843556890e-02
2.854271356783919700e+01,1.552918264506268284e-02
2.894472361809045324e+01,1.204251231513311232e-02
2.934673366834170949e+01,6.696915688729152168e-03
2.974874371859296573e+01,1.056683607530174056e-03
3.015075376884422198e+01,6.308963509180196168e-03
3.055276381909547823e+01,1.174776855889835513e-02
3.095477386934673447e+01,1.541242439509902043e-02
3.135678391959799072e+01,1.657923979733515879e-02
3.175879396984924696e+01,1.510439675433919784e-02
3.216080402010050676e+01,1.118844054229987950e-02
3.256281407035176301e+01,5.558517688211916073e-03
